Date,
11/28/23 23:59,418.5259371
11/29/23 23:59,421.9795839
11/30/23 23:59,425.2981799
12/1/23 23:59,428.616776
12/2/23 23:59,432.0364456
12/3/23 23:59,435.4561152
12/4/23 23:59,438.8845773
12/5/23 23:59,442.3130394
12/6/23 23:59,445.747247
12/7/23 23:59,449.1814546
12/8/23 23:59,452.3822594
12/9/23 23:59,455.5830641
12/10/23 23:59,458.8059651
12/11/23 23:59,462.0288661
12/12/23 23:59,465.3715363
12/13/23 23:59,468.7142064
12/14/23 23:59,471.8741734
12/15/23 23:59,475.0341404
12/16/23 23:59,478.2252348
12/17/23 23:59,481.4163292
12/18/23 23:59,484.5880717
12/19/23 23:59,487.7598141
12/20/23 23:59,490.9809988
12/21/23 23:59,494.2021835
12/22/23 23:59,497.4068798
12/23/23 23:59,500.6115761
12/24/23 23:59,503.7838187
12/25/23 23:59,506.9560612
12/26/23 23:59,510.2486925
12/27/23 23:59,513.5413238
12/28/23 23:59,516.7798091
12/29/23 23:59,520.0182944
12/30/23 23:59,523.253494
12/31/23 23:59,526.4886936
