"","Point.Forecast","Lo.51","Hi.51"
"506",2272.10415620233,-790.810197966357,5335.01851037102
"507",2272.10415620233,-797.640803664443,5341.8491160691
"508",2272.10415620233,-804.480327141595,5348.68863954625
"509",2272.10415620233,-811.328794060315,5355.53710646497
"510",2272.10415620233,-818.186230078162,5362.39454248282
"511",2272.10415620233,-825.052660848126,5369.26097325278
"512",2272.10415620233,-831.928112018992,5376.13642442365
"513",2272.10415620233,-838.812609235715,5383.02092164037
"514",2272.10415620233,-845.70617813977,5389.91449054443
"515",2272.10415620233,-852.608844369524,5396.81715677418
"516",2272.10415620233,-859.520633560584,5403.72894596524
"517",2272.10415620233,-866.441571346153,5410.64988375081
"518",2272.10415620233,-873.371683357384,5417.57999576204
"519",2272.10415620233,-880.310995223721,5424.51930762838
"520",2272.10415620233,-887.259532573252,5431.46784497791
"521",2272.10415620233,-894.217321033047,5438.42563343771
"522",2272.10415620233,-901.184386229498,5445.39269863416
"523",2272.10415620233,-908.160753788656,5452.36906619331
"524",2272.10415620233,-915.146449336567,5459.35476174123
"525",2272.10415620233,-922.141498499601,5466.34981090426
"526",2272.10415620233,-929.145926904783,5473.35423930944
"527",2272.10415620233,-936.15976018012,5480.36807258478
"528",2272.10415620233,-943.183023954922,5487.39133635958
"529",2272.10415620233,-950.215743860127,5494.42405626478
"530",2272.10415620233,-957.257945528616,5501.46625793327
"531",2272.10415620233,-964.309654595537,5508.5179670002
"532",2272.10415620233,-971.370896698609,5515.57920910327
"533",2272.10415620233,-978.44169747844,5522.6500098831
"534",2272.10415620233,-985.522082578839,5529.7303949835
"535",2272.10415620233,-992.612077647114,5536.82039005177
"536",2272.10415620233,-999.711708334387,5543.92002073905
"537",2272.10415620233,-1006.82100029589,5551.02931270055
"538",2272.10415620233,-1013.93997919126,5558.14829159592
"539",2272.10415620233,-1021.06867068487,5565.27698308953
"540",2272.10415620233,-1028.20710044606,5572.41541285072
"541",2272.10415620233,-1035.3552941495,5579.56360655416
"542",2272.10415620233,-1042.51327747545,5586.72158988011
"543",2272.10415620233,-1049.68107611003,5593.88938851469
"544",2272.10415620233,-1056.85871574555,5601.06702815021
"545",2272.10415620233,-1064.04622208077,5608.25453448543
"546",2272.10415620233,-1071.24362082118,5615.45193322584
"547",2272.10415620233,-1078.4509376793,5622.65925008396
"548",2272.10415620233,-1085.66819837493,5629.87651077959
"549",2272.10415620233,-1092.89542863548,5637.10374104014
"550",2272.10415620233,-1100.13265419618,5644.34096660084
"551",2272.10415620233,-1107.37990080039,5651.58821320505
"552",2272.10415620233,-1114.63719419989,5658.84550660455
"553",2272.10415620233,-1121.9045601551,5666.11287255976
"554",2272.10415620233,-1129.18202443539,5673.39033684005
"555",2272.10415620233,-1136.46961281933,5680.67792522398
"556",2272.10415620233,-1143.76735109495,5687.97566349961
"557",2272.10415620233,-1151.07526506002,5695.28357746468
"558",2272.10415620233,-1158.3933805223,5702.60169292696
"559",2272.10415620233,-1165.72172329978,5709.93003570444
"560",2272.10415620233,-1173.06031922098,5717.26863162564
"561",2272.10415620233,-1180.40919412518,5724.61750652984
"562",2272.10415620233,-1187.76837386266,5731.97668626732
"563",2272.10415620233,-1195.13788429499,5739.34619669965
"564",2272.10415620233,-1202.51775129524,5746.7260636999
"565",2272.10415620233,-1209.90800074828,5754.11631315294
"566",2272.10415620233,-1217.30865855097,5761.51697095563
"567",2272.10415620233,-1224.71975061246,5768.92806301711
"568",2272.10415620233,-1232.14130285437,5776.34961525903
"569",2272.10415620233,-1239.57334121111,5783.78165361577
"570",2272.10415620233,-1247.01589163008,5791.22420403474
"571",2272.10415620233,-1254.4689800719,5798.67729247656
"572",2272.10415620233,-1261.93263251066,5806.14094491532
"573",2272.10415620233,-1269.40687493417,5813.61518733883
"574",2272.10415620233,-1276.8917333442,5821.10004574886
