Date,BNB
10/28/23 23:59,680.687024
10/29/23 23:59,680.9602851
10/30/23 23:59,681.233341
10/31/23 23:59,681.5061924
11/1/23 23:59,681.7788396
11/2/23 23:59,682.051283
11/3/23 23:59,682.3235233
11/4/23 23:59,682.5955607
11/5/23 23:59,682.8673958
11/6/23 23:59,683.139029
11/7/23 23:59,683.4104607
11/8/23 23:59,683.6816915
11/9/23 23:59,683.9527217
11/10/23 23:59,684.2235518
11/11/23 23:59,684.4941822
11/12/23 23:59,684.7646134
11/13/23 23:59,685.0348459
11/14/23 23:59,685.3048799
11/15/23 23:59,685.5747161
11/16/23 23:59,685.8443548
11/17/23 23:59,686.1137965
11/18/23 23:59,686.3830415
11/19/23 23:59,686.6520904
11/20/23 23:59,686.9209435
11/21/23 23:59,687.1896013
11/22/23 23:59,687.4580641
11/23/23 23:59,687.7263326
11/24/23 23:59,687.9944069
11/25/23 23:59,688.2622876
11/26/23 23:59,688.5299751
11/27/23 23:59,688.7974698
11/28/23 23:59,689.0647721
11/29/23 23:59,689.3318825
11/30/23 23:59,689.5988013
12/1/23 23:59,689.8655289
12/2/23 23:59,690.1320659
12/3/23 23:59,690.3984124
12/4/23 23:59,690.6645691
12/5/23 23:59,690.9305363
12/6/23 23:59,691.1963143
12/7/23 23:59,691.4619037
12/8/23 23:59,691.7273047
12/9/23 23:59,691.9925179
12/10/23 23:59,692.2575435
12/11/23 23:59,692.5223821
12/12/23 23:59,692.7870339
12/13/23 23:59,693.0514994
12/14/23 23:59,693.315779
12/15/23 23:59,693.579873
12/16/23 23:59,693.8437819
12/17/23 23:59,694.107506
12/18/23 23:59,694.3710458
12/19/23 23:59,694.6344016
12/20/23 23:59,694.8975738
12/21/23 23:59,695.1605628
12/22/23 23:59,695.423369
12/23/23 23:59,695.6859927
12/24/23 23:59,695.9484343
12/25/23 23:59,696.2106943
12/26/23 23:59,696.4727729
12/27/23 23:59,696.7346706
12/28/23 23:59,696.9963877
12/29/23 23:59,697.2579246
12/30/23 23:59,697.5192818
12/31/23 23:59,697.7804594
